uri:ID,name,:LABEL
Decade-1990,Movies of the 1990s,Decade
Decade-1970,Movies of the 1970s,Decade
Decade-1960,Movies of the 1960s,Decade
Decade-1980,Movies of the 1980s,Decade
Decade-1930,Movies of the 1930s,Decade
Decade-1940,Movies of the 1940s,Decade
Decade-1950,Movies of the 1950s,Decade
Decade-1920,Movies of the 1920s,Decade
Decade-2000,Movies of the 2000s,Decade
Decade-1900,Movies of the 1900s,Decade
Decade-2010,Movies of the 2010s,Decade
